автор;род деятельности;публикация;год публикации;формат публикации (переписка/письмо/отрывки/отрывок);односторонняя / двусторонняя;персоналии;примечания;электронный источник;адресат;количество писем;даты
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 1. Письма, 1831-1849. М.: Наука, 1982. 607 с.;1982;письмо;односторонняя;H. Н. Тургеневу. (1). 22, 23, 24, 25, 26 марта 1831.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 1. Письма, 1831-1849. М.: Наука, 1982. 607 с.;1982;письмо;односторонняя;H. Н. Тургеневу. (1). 27, 28, 29, 30 марта 1831.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 1. Письма, 1831-1849. М.: Наука, 1982. 607 с.;1982;письмо;односторонняя;H. Н. Тургеневу. (1). 31 марта, 1, 2 апреля 1831.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 1. Письма, 1831-1849. М.: Наука, 1982. 607 с.;1982;письмо;односторонняя;H. Н. Тургеневу. (1). 3, 4, 5, апреля 1831.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 1. Письма, 1831-1849. М.: Наука, 1982. 607 с.;1982;письмо;односторонняя;H. Н. Тургеневу. (1). 7, 8 апреля 1831.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 1. Письма, 1831-1849. М.: Наука, 1982. 607 с.;1982;письмо;односторонняя;Н. С. Тургеневу. (1). 25 февраля 1834.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 1. Письма, 1831-1849. М.: Наука, 1982. 607 с.;1982;письмо;односторонняя;С. М. Фиглеву. (1). 27 ноября 1836.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 1. Письма, 1831-1849. М.: Наука, 1982. 607 с.;1982;письмо;односторонняя;А. В. Никитенко. (1). 26 марта 1837.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 1. Письма, 1831-1849. М.: Наука, 1982. 607 с.;1982;письмо;односторонняя;Г. С. Дестунису. (1). 21 апреля 1837.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 1. Письма, 1831-1849. М.: Наука, 1982. 607 с.;1982;письмо;односторонняя;Г. С. Дестунису. (1). 25 апреля — 2 мая 1837.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 1. Письма, 1831-1849. М.: Наука, 1982. 607 с.;1982;письмо;односторонняя;Г. С. Дестунису. (1). 2 мая 1837.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 1. Письма, 1831-1849. М.: Наука, 1982. 607 с.;1982;письмо;односторонняя;Г. С. Дестунису. (1). 5 мая 1837.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 1. Письма, 1831-1849. М.: Наука, 1982. 607 с.;1982;письмо;односторонняя;С. М. Фиглеву. (1). 12 июня 1837.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 1. Письма, 1831-1849. М.: Наука, 1982. 607 с.;1982;письмо;односторонняя;А. В. Никитенко. (1). 13 сентября 1837.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 1. Письма, 1831-1849. М.: Наука, 1982. 607 с.;1982;письмо;односторонняя;С. М. Фиглеву. (1). 26 марта 1838.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 1. Письма, 1831-1849. М.: Наука, 1982. 607 с.;1982;письмо;односторонняя;Т. Н. Грановскому. (1). 8 июня 1839.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 1. Письма, 1831-1849. М.: Наука, 1982. 607 с.;1982;письмо;односторонняя;Т. Н. Грановскому. (1). 4 декабря 1839.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 1. Письма, 1831-1849. М.: Наука, 1982. 607 с.;1982;письмо;односторонняя;В. Никитенко. (1). 14 января 1840.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 1. Письма, 1831-1849. М.: Наука, 1982. 607 с.;1982;письмо;односторонняя;А. Т. Маркову. (1). Февраль — 9 апреля 1840.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 1. Письма, 1831-1849. М.: Наука, 1982. 607 с.;1982;письмо;односторонняя;Н. В. Станкевичу. (1). 14, 15 апреля 1840.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 1. Письма, 1831-1849. М.: Наука, 1982. 607 с.;1982;письмо;односторонняя;Н. В. Станкевичу. (1). 26 апреля 1840.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 1. Письма, 1831-1849. М.: Наука, 1982. 607 с.;1982;письмо;односторонняя;А. П. Ефремову. (1). 5 мая 1840.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 1. Письма, 1831-1849. М.: Наука, 1982. 607 с.;1982;письмо;односторонняя;Т. Н. Грановскому. (1). 18 мая 1840.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 1. Письма, 1831-1849. М.: Наука, 1982. 607 с.;1982;письмо;односторонняя;Т. Н. Грановскому. (1). 4 июля 1840.;;;;;
