"автор";"род деятельности";"публикация";"год публикации";"формат публикации (переписка/письмо/отрывки/отрывок)";"односторонняя / двусторонняя";"персоналии";"примечания";"электронный источник"
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. А. Достоевскому. (1). 29 июня 1832.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. Ф. Достоевской. (1). 23 августа 1833.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. Ф Достоевской. (1). Апрель — май 1844.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. Ф. Достоевской. (1). 9 мая 1835.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. Ф. Достоевской. (1). 16 мая 1835.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. Ф. Достоевской. (1). 19 мая 1835.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. Ф. Достоевской. (1). 26 мая 1835.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. Ф. Достоевской. (1). 2 июня 1835.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. Ф. Достоевской. (1). 23 июня 1835.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. А. Достоевскому. (1). 3 июля 1837.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. А. Достоевскому. (1). 23 июля 1837.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. А. Достоевскому. (1). 6 сентября 1837.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. А. Достоевскому. (1). 27 сентября 1837.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. А. Достоевскому. (1). 8 октября 1837.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. А. Достоевскому. (1). 3 декабря 1837.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"В. М. Достоевской. (1). 3 декабря 1837.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. А. Достоевскому. (1). Конец февраля — начало января 1837.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. А. Достоевскому. (1). 4 февраля 1838.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. А. Достоевскому. (1). 5 июня 1838.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. М. Достоевскому. (1). 9 августа 1838.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. А. Достоевскому. (1). 30 октября 1838.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. М. Достоевскому. (1). 31 октября 1838.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. А. Достоевскому. (1). 23 марта 1839.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"А. И. Хотяинцеву. (1). 23 марта 1839.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. А. Достоевскому. (1). 5—10 мая 1839.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. М. Достоевскому. (1). 16 августа 1839.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"А. А., А. Ф. Куманиным. (1). 25 декабря 1839.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. М. Достоевскому. (1). 1 января 1840.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"А. А., А. Ф. Куманиным. (1). 28 января 1840.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"В. М. Достоевской. (1). 23 января 1840.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"О. Я. Нечаевой. (1). 28 января 1840.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. М. Достоевскому. (1). 19 июля 1840.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. М. Достоевскому. (1). 27 февраля 1841.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. М. Достоевскому. (1). 22 декабря 1841.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"А. М. Достоевскому. (1). Декабрь 1842.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"А. М. Достоевскому. (1). Январь 1843.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"А. М. Достоевскому. (1). Январь—начало февраля 1843.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"П. А. Каренину. (1). Конец декабря 1843.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"В. М. Карениной. (1). Конец декабря 1843.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. М. Достоевскому. (1). 31 декабря 1843.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. М. Достоевскому. (1). Вторая половина января 1844.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. М. Достоевскому. (1). 14 февраля 1844.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. М. Достоевскому. (1). Март—апрель 1844.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. М. Достоевскому. (1). Июль—август 1844.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"П. А. Карепину. (1). 20-е числа августа 1844.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"П. А. Карепину. (1). 7 сентября 1844.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"П. А. Карепину. (1). 19 сентября 1844.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. М. Достоевскому. (1). 30 сентября 1844.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"П. А. Карепину. (1). 20-е числа октября 1844.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. М. Достоевскому. (1). Ноябрь 1844.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"А. М. Достоевскому. (1). Осень 1844.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. М. Достоевскому. (1). 24 марта 1845.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. М. Достоевскому. (1). 4 мая 1845.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. М. Достоевскому. (1). Начало сентября 1845.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. М. Достоевскому. (1). 8 октября 1845.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. М. Достоевскому. (1). 16 ноября 1845.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. М. Достоевскому. (1). 1 февраля 1846.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. М. Достоевскому. (1). 1 апреля 1846.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. М. Достоевскому. (1). 26 апреля 1846.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. М. Достоевскому. (1). 16 мая 1846.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"А. М. Достоевскому. (1). 24 мая 1846.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. М. Достоевскому. (1). 5 сентября 1846.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. М. Достоевскому. (1). 17 сентября 1846.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. М. Достоевскому. (1). 7 октября 1846.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. М. Достоевскому. (1). 17 октября 1846.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"А. М. Достоевскому. (1). 18 октября 1846.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. М. Достоевскому. (1). 20-е числа октября 1846.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. М. Достоевскому. (1). 26 ноября 1846.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. М. Достоевскому. (1). 17 декабря 1846.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"А. У. Порецкому. (1). Январь 1847.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. М. Достоевскому. (1). Январь—февраль 1847.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. М. Достоевскому. (1). Апрель 1847.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"А. В. Старчевскому. (1). Апрель—первая половина мая 1847.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"А. В. Старчевскому. (1). Апрель—июнь 1847.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"Н. А. Некрасову. (1). Конец августа—начало сентября 1847.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. М. Достоевскому. (1). 9 сентября 1847.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"Е. П. Майковой. (1). 14 мая 1848.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"Неустановленному лицу. (1). 3 июня 1848.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"А. А. Краевскому. (1). 1 февраля 1849.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"А. М. Достоевскому. (1). 20 февраля 1849.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"А. А. Краевскому. (1). 25—26 марта 1849.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"А. А. Краевскому. (1). 31 марта 1849.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"А. А. Краевскому. (1). Первая половина апреля 1849.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"А. М. Достоевскому. (1). 20 июня 1849.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. М. Достоевскому. (1). 18 июля 1849.";"";""
"Достоевский, Фёдор Михайлович";"писатель, философ, публицист";"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.";"1985";"письмо";"односторонняя";"М. М. Достоевскому. (1). 27 августа 1849.";"";""
