"автор";"род деятельности";"публикация";"год публикации";"формат публикации (переписка/письмо/отрывки/отрывок)";"односторонняя / двусторонняя";"персоналии";"примечания";"электронный источник"
"Успенский, Глеб Иванович";" писатель";"Успенский Г.И. Полное собрание сочинений. Т. 13. Письма. 1849-1886. М.: Изд-во АН СССР, 1951. 704 с., 4 л. ил.";"1951";"письмо";"односторонняя";"И. Я. Успенскому. (1). 1849.";"";""
"Успенский, Глеб Иванович";" писатель";"Успенский Г.И. Полное собрание сочинений. Т. 13. Письма. 1849-1886. М.: Изд-во АН СССР, 1951. 704 с., 4 л. ил.";"1951";"письмо";"односторонняя";"И. Я., Н. Г. Успенским. (1). 13—15 января 1864.";"";""
"Успенский, Глеб Иванович";" писатель";"Успенский Г.И. Полное собрание сочинений. Т. 13. Письма. 1849-1886. М.: Изд-во АН СССР, 1951. 704 с., 4 л. ил.";"1951";"письмо";"односторонняя";"Н. Г. Успенской. (1). 30 сентября 1864.";"";""
"Успенский, Глеб Иванович";" писатель";"Успенский Г.И. Полное собрание сочинений. Т. 13. Письма. 1849-1886. М.: Изд-во АН СССР, 1951. 704 с., 4 л. ил.";"1951";"письмо";"односторонняя";"Н. Г. Успенской. (1). 28 декабря 1864.";"";""
"Успенский, Глеб Иванович";" писатель";"Успенский Г.И. Полное собрание сочинений. Т. 13. Письма. 1849-1886. М.: Изд-во АН СССР, 1951. 704 с., 4 л. ил.";"1951";"письмо";"односторонняя";"Н. Г. Успенской. (1). 15 февраля 1865.";"";""
"Успенский, Глеб Иванович";" писатель";"Успенский Г.И. Полное собрание сочинений. Т. 13. Письма. 1849-1886. М.: Изд-во АН СССР, 1951. 704 с., 4 л. ил.";"1951";"письмо";"односторонняя";"Н. Н. Воскобойникову. (1). Февраль 1865.";"";""
"Успенский, Глеб Иванович";" писатель";"Успенский Г.И. Полное собрание сочинений. Т. 13. Письма. 1849-1886. М.: Изд-во АН СССР, 1951. 704 с., 4 л. ил.";"1951";"письмо";"односторонняя";"Н. Г. Успенской. (1). 24 мая 1865.";"";""
"Успенский, Глеб Иванович";" писатель";"Успенский Г.И. Полное собрание сочинений. Т. 13. Письма. 1849-1886. М.: Изд-во АН СССР, 1951. 704 с., 4 л. ил.";"1951";"письмо";"односторонняя";"Неизвестной. (1). 4 июля 1865.";"";""
"Успенский, Глеб Иванович";" писатель";"Успенский Г.И. Полное собрание сочинений. Т. 13. Письма. 1849-1886. М.: Изд-во АН СССР, 1951. 704 с., 4 л. ил.";"1951";"письмо";"односторонняя";"А. П. Кулакову. (1). 3 ноября 1866.";"";""
"Успенский, Глеб Иванович";" писатель";"Успенский Г.И. Полное собрание сочинений. Т. 13. Письма. 1849-1886. М.: Изд-во АН СССР, 1951. 704 с., 4 л. ил.";"1951";"письмо";"односторонняя";"Н. А. Степанову. (1). 25 ноября 1866.";"";""
"Успенский, Глеб Иванович";" писатель";"Успенский Г.И. Полное собрание сочинений. Т. 13. Письма. 1849-1886. М.: Изд-во АН СССР, 1951. 704 с., 4 л. ил.";"1951";"письмо";"односторонняя";"Н. Г. Успенской. (1). Ноябрь 1866.";"";""
"Успенский, Глеб Иванович";" писатель";"Успенский Г.И. Полное собрание сочинений. Т. 13. Письма. 1849-1886. М.: Изд-во АН СССР, 1951. 704 с., 4 л. ил.";"1951";"письмо";"односторонняя";"Н. Г. Успенской. (1). Начало года 1867.";"";""
"Успенский, Глеб Иванович";" писатель";"Успенский Г.И. Полное собрание сочинений. Т. 13. Письма. 1849-1886. М.: Изд-во АН СССР, 1951. 704 с., 4 л. ил.";"1951";"письмо";"односторонняя";"П. В. Анненкову. (1). 28—29 апреля 1867.";"";""
"Успенский, Глеб Иванович";" писатель";"Успенский Г.И. Полное собрание сочинений. Т. 13. Письма. 1849-1886. М.: Изд-во АН СССР, 1951. 704 с., 4 л. ил.";"1951";"письмо";"односторонняя";"Неизвестному. (1). Июнь 1867.";"";""
"Успенский, Глеб Иванович";" писатель";"Успенский Г.И. Полное собрание сочинений. Т. 13. Письма. 1849-1886. М.: Изд-во АН СССР, 1951. 704 с., 4 л. ил.";"1951";"письмо";"односторонняя";"А. П. Кулакову. (1). 4 сентября 1867.";"";""
"Успенский, Глеб Иванович";" писатель";"Успенский Г.И. Полное собрание сочинений. Т. 13. Письма. 1849-1886. М.: Изд-во АН СССР, 1951. 704 с., 4 л. ил.";"1951";"письмо";"односторонняя";"Н. Г. Успенской. (1). 22 сентября 1867.";"";""
"Успенский, Глеб Иванович";" писатель";"Успенский Г.И. Полное собрание сочинений. Т. 13. Письма. 1849-1886. М.: Изд-во АН СССР, 1951. 704 с., 4 л. ил.";"1951";"письмо";"односторонняя";"Н. Г. Успенской. (1). 1—10 октября 1867.";"";""
"Успенский, Глеб Иванович";" писатель";"Успенский Г.И. Полное собрание сочинений. Т. 13. Письма. 1849-1886. М.: Изд-во АН СССР, 1951. 704 с., 4 л. ил.";"1951";"письмо";"односторонняя";"Н. А. Александрову. (1). Зима 1867.";"";""
"Успенский, Глеб Иванович";" писатель";"Успенский Г.И. Полное собрание сочинений. Т. 13. Письма. 1849-1886. М.: Изд-во АН СССР, 1951. 704 с., 4 л. ил.";"1951";"письмо";"односторонняя";"Н. Г. Успенской. (1). 6 февраля 1868.";"";""
"Успенский, Глеб Иванович";" писатель";"Успенский Г.И. Полное собрание сочинений. Т. 13. Письма. 1849-1886. М.: Изд-во АН СССР, 1951. 704 с., 4 л. ил.";"1951";"письмо";"односторонняя";"Н. Г. Успенской. (1). Февраль 1868.";"";""
"Успенский, Глеб Иванович";" писатель";"Успенский Г.И. Полное собрание сочинений. Т. 13. Письма. 1849-1886. М.: Изд-во АН СССР, 1951. 704 с., 4 л. ил.";"1951";"письмо";"односторонняя";"Н. Г. Успенской. (1). Февраль 1868.";"";""
"Успенский, Глеб Иванович";" писатель";"Успенский Г.И. Полное собрание сочинений. Т. 13. Письма. 1849-1886. М.: Изд-во АН СССР, 1951. 704 с., 4 л. ил.";"1951";"письмо";"односторонняя";"Н. Г. Успенской. (1). Февраль 1868.";"";""
"Успенский, Глеб Иванович";" писатель";"Успенский Г.И. Полное собрание сочинений. Т. 13. Письма. 1849-1886. М.: Изд-во АН СССР, 1951. 704 с., 4 л. ил.";"1951";"письмо";"односторонняя";"Н. А. Некрасову. (1). 15 марта 1868.";"";""
"Успенский, Глеб Иванович";" писатель";"Успенский Г.И. Полное собрание сочинений. Т. 13. Письма. 1849-1886. М.: Изд-во АН СССР, 1951. 704 с., 4 л. ил.";"1951";"письмо";"односторонняя";"Н. Г. Успенской. (1). Март 1868.";"";""
"Успенский, Глеб Иванович";" писатель";"Успенский Г.И. Полное собрание сочинений. Т. 13. Письма. 1849-1886. М.: Изд-во АН СССР, 1951. 704 с., 4 л. ил.";"1951";"письмо";"односторонняя";"Н. Г. Успенской. (1). 5 мая 1868.";"";""
"Успенский, Глеб Иванович";" писатель";"Успенский Г.И. Полное собрание сочинений. Т. 13. Письма. 1849-1886. М.: Изд-во АН СССР, 1951. 704 с., 4 л. ил.";"1951";"письмо";"односторонняя";"Н. Г. Успенской. (1). 25 мая 1868.";"";""
"Успенский, Глеб Иванович";" писатель";"Успенский Г.И. Полное собрание сочинений. Т. 13. Письма. 1849-1886. М.: Изд-во АН СССР, 1951. 704 с., 4 л. ил.";"1951";"письмо";"односторонняя";"Н. А Долганову. (1). 30 мая 1868.";"";""
"Успенский, Глеб Иванович";" писатель";"Успенский Г.И. Полное собрание сочинений. Т. 13. Письма. 1849-1886. М.: Изд-во АН СССР, 1951. 704 с., 4 л. ил.";"1951";"письмо";"односторонняя";"Н. Г. Успенской. (1). 10—15 июня 1868.";"";""
"Успенский, Глеб Иванович";" писатель";"Успенский Г.И. Полное собрание сочинений. Т. 13. Письма. 1849-1886. М.: Изд-во АН СССР, 1951. 704 с., 4 л. ил.";"1951";"письмо";"односторонняя";"Н. Г. Успенской. (1). Конец июня 1868.";"";""
"Успенский, Глеб Иванович";" писатель";"Успенский Г.И. Полное собрание сочинений. Т. 13. Письма. 1849-1886. М.: Изд-во АН СССР, 1951. 704 с., 4 л. ил.";"1951";"письмо";"односторонняя";"Н. Г. Успенской. (1). Конец июня 1868.";"";""
"Успенский, Глеб Иванович";" писатель";"Успенский Г.И. Полное собрание сочинений. Т. 13. Письма. 1849-1886. М.: Изд-во АН СССР, 1951. 704 с., 4 л. ил.";"1951";"письмо";"односторонняя";"Н. С. Курочкину. (1). 30 июня 1868.";"";""
