"автор";"род деятельности";"публикация";"год публикации";"формат публикации (переписка/письмо/отрывки/отрывок)";"односторонняя / двусторонняя";"персоналии";"примечания";"электронный источник"
"Толстой, Лев Николаевич";"писатель-романист";"Толстой Л. Н. Полное собрание сочинений: В 90 т. Юбилейное издание (1828—1928). Серия 3: Письма  М.; Л.: Гос. изд-во, 1928—1964. — Т. 59—89. Т. 62: Письма, 1873—1879. — 1953.";1953;"письмо";"односторонняя / двусторонняя";"П. Д. Голохвастову. (1). 12 января 1873.";;
"Толстой, Лев Николаевич";"писатель-романист";"Толстой Л. Н. Полное собрание сочинений: В 90 т. Юбилейное издание (1828—1928). Серия 3: Письма  М.; Л.: Гос. изд-во, 1928—1964. — Т. 59—89. Т. 62: Письма, 1873—1879. — 1953.";1953;"письмо";"односторонняя / двусторонняя";"В. К. Истомину. (1). 12 января 1873.";;
"Толстой, Лев Николаевич";"писатель-романист";"Толстой Л. Н. Полное собрание сочинений: В 90 т. Юбилейное издание (1828—1928). Серия 3: Письма  М.; Л.: Гос. изд-во, 1928—1964. — Т. 59—89. Т. 62: Письма, 1873—1879. — 1953.";1953;"письмо";"односторонняя / двусторонняя";"П. Д. Голохвастову. (1). 24 января 1873.";;
"Толстой, Лев Николаевич";"писатель-романист";"Толстой Л. Н. Полное собрание сочинений: В 90 т. Юбилейное издание (1828—1928). Серия 3: Письма  М.; Л.: Гос. изд-во, 1928—1964. — Т. 59—89. Т. 62: Письма, 1873—1879. — 1953.";1953;"письмо";"односторонняя / двусторонняя";"А. А. Фету. (1). 30 января 1873.";;
"Толстой, Лев Николаевич";"писатель-романист";"Толстой Л. Н. Полное собрание сочинений: В 90 т. Юбилейное издание (1828—1928). Серия 3: Письма  М.; Л.: Гос. изд-во, 1928—1964. — Т. 59—89. Т. 62: Письма, 1873—1879. — 1953.";1953;"письмо";"односторонняя / двусторонняя";"А. А. Толстой. (1). конец января (начало февраля) 1873.";;
"Толстой, Лев Николаевич";"писатель-романист";"Толстой Л. Н. Полное собрание сочинений: В 90 т. Юбилейное издание (1828—1928). Серия 3: Письма  М.; Л.: Гос. изд-во, 1928—1964. — Т. 59—89. Т. 62: Письма, 1873—1879. — 1953.";1953;"письмо";"односторонняя / двусторонняя";"П. Д. Голохвастову. (1). 15 февраля 1873.";;
"Толстой, Лев Николаевич";"писатель-романист";"Толстой Л. Н. Полное собрание сочинений: В 90 т. Юбилейное издание (1828—1928). Серия 3: Письма  М.; Л.: Гос. изд-во, 1928—1964. — Т. 59—89. Т. 62: Письма, 1873—1879. — 1953.";1953;"письмо";"односторонняя / двусторонняя";"П. Д. Голохвастову. (1). 1 марта 1873.";;
"Толстой, Лев Николаевич";"писатель-романист";"Толстой Л. Н. Полное собрание сочинений: В 90 т. Юбилейное издание (1828—1928). Серия 3: Письма  М.; Л.: Гос. изд-во, 1928—1964. — Т. 59—89. Т. 62: Письма, 1873—1879. — 1953.";1953;"письмо";"односторонняя / двусторонняя";"Т. А. Кузминской. (1). 1 марта 1873.";;
"Толстой, Лев Николаевич";"писатель-романист";"Толстой Л. Н. Полное собрание сочинений: В 90 т. Юбилейное издание (1828—1928). Серия 3: Письма  М.; Л.: Гос. изд-во, 1928—1964. — Т. 59—89. Т. 62: Письма, 1873—1879. — 1953.";1953;"письмо";"односторонняя / двусторонняя";"Н. Н. Страхову. (1). 1 марта 1873.";;
"Толстой, Лев Николаевич";"писатель-романист";"Толстой Л. Н. Полное собрание сочинений: В 90 т. Юбилейное издание (1828—1928). Серия 3: Письма  М.; Л.: Гос. изд-во, 1928—1964. — Т. 59—89. Т. 62: Письма, 1873—1879. — 1953.";1953;"письмо";"односторонняя / двусторонняя";"А. А. Толстой. (1). 1 марта 1873.";;
